position,model,eligible,n,mae,rmse,pearson,weekly_spearman,top1,top3,top5
DST,group_team_h18_p16_centered0.5,False,1086,4.0232251432233115,5.293389824098623,0.2552301873954301,0.24750962656877235,8.083333333333334,8.666666666666668,8.572222222222225
DST,group_team_h18_p16_centered1.0,False,1086,4.038151845863194,5.310973545266796,0.24986464132706995,0.23914682312437094,9.0,8.425925925925927,8.644444444444446
DST,group_team_h18_p64_centered0.5,True,1086,4.018924575872177,5.289198270873372,0.2561815329116793,0.2527623218331374,7.972222222222222,8.675925925925927,8.572222222222225
DST,group_team_h18_p64_centered1.0,False,1086,4.021221704147253,5.291640615356321,0.2557049827959557,0.24911269245434628,7.888888888888889,8.805555555555555,8.572222222222225
DST,group_team_h54_p16_centered0.5,False,1086,4.0245918772693345,5.293509404884847,0.25554190570315327,0.24470861525480153,8.38888888888889,8.333333333333336,8.51666666666667
DST,group_team_h54_p16_centered1.0,False,1086,4.04499132248385,5.3154187731445495,0.2490677299555143,0.2326483657010693,9.083333333333334,8.87962962962963,8.433333333333335
DST,group_team_h54_p64_centered0.5,False,1086,4.018986545961446,5.288965618655984,0.25653636855041884,0.24860462354185328,7.805555555555555,8.601851851851853,8.488888888888889
DST,group_team_h54_p64_centered1.0,False,1086,4.023348896741277,5.292710245335226,0.25571994062218745,0.24503964859814026,8.277777777777779,8.324074074074074,8.483333333333334
DST,group_opponent_team_h18_p16_centered0.5,False,1086,4.0245113790796125,5.292605117576825,0.25622326109978794,0.25317920796594434,9.027777777777779,8.555555555555557,8.605555555555558
DST,group_opponent_team_h18_p16_centered1.0,False,1086,4.040964481259848,5.308302597219739,0.2525955341998227,0.24759784238585608,8.75,8.296296296296298,8.53888888888889
DST,group_opponent_team_h18_p64_centered0.5,False,1086,4.020389359172151,5.288815581897637,0.25661833847353227,0.25158777634421603,8.722222222222221,8.49074074074074,8.527777777777779
DST,group_opponent_team_h18_p64_centered1.0,False,1086,4.022722203758977,5.290719301495234,0.2567001098098363,0.2528527410500593,9.027777777777779,8.648148148148149,8.605555555555558
DST,group_opponent_team_h54_p16_centered0.5,False,1086,4.026771866011429,5.295533339282725,0.2547606668285285,0.25259989982841363,8.777777777777779,8.296296296296298,8.605555555555556
DST,group_opponent_team_h54_p16_centered1.0,False,1086,4.048450441115331,5.315273596504932,0.24961276070321886,0.2456231143601833,7.833333333333333,8.185185185185185,8.466666666666667
DST,group_opponent_team_h54_p64_centered0.5,False,1086,4.021409974189158,5.289899073157766,0.25619828265159145,0.25260505642669234,8.722222222222221,8.453703703703704,8.638888888888891
DST,group_opponent_team_h54_p64_centered1.0,False,1086,4.0252502385429185,5.293719699065712,0.2555658051712653,0.25253410947586735,8.777777777777779,8.416666666666668,8.605555555555556
DST,ridge_slope_h18_a100_centered0.5,True,1086,4.018039181421305,5.2886990661293005,0.2542152966770921,0.2512343652864474,8.027777777777779,8.50925925925926,8.43888888888889
DST,ridge_slope_h18_a100_centered1.0,True,1086,4.01834123188287,5.290309945523158,0.25240357634986466,0.2512343652864474,8.027777777777779,8.50925925925926,8.43888888888889
DST,ridge_slope_h18_a1000_centered0.5,True,1086,4.018591438276013,5.288760632611948,0.2549876455933275,0.2512343652864474,8.027777777777779,8.50925925925926,8.43888888888889
DST,ridge_slope_h18_a1000_centered1.0,True,1086,4.018350435595924,5.288912759466671,0.2542745423313466,0.2512343652864474,8.027777777777779,8.50925925925926,8.43888888888889
DST,ridge_slope_h54_a100_centered0.5,True,1086,4.0173429626188595,5.288153200843284,0.2545015099615694,0.2512343652864474,8.027777777777779,8.50925925925926,8.43888888888889
DST,ridge_slope_h54_a100_centered1.0,True,1086,4.0169969201348765,5.289306483670924,0.253073441987953,0.2512343652864474,8.027777777777779,8.50925925925926,8.43888888888889
DST,ridge_slope_h54_a1000_centered0.5,True,1086,4.018226943024145,5.288545513337668,0.2549349386463943,0.2512343652864474,8.027777777777779,8.50925925925926,8.43888888888889
DST,ridge_slope_h54_a1000_centered1.0,True,1086,4.017697367491654,5.288657326561729,0.25415556425988467,0.2512343652864474,8.027777777777779,8.50925925925926,8.43888888888889
DST,ridge_market_h18_a100_centered0.5,True,1086,4.0167815844762496,5.289001503327344,0.25417419005320874,0.25207280655008535,8.11111111111111,8.537037037037038,8.622222222222224
DST,ridge_market_h18_a100_centered1.0,False,1086,4.020895543289467,5.2940635152674185,0.250069698860778,0.2524790479394855,7.944444444444445,8.398148148148149,8.455555555555557
DST,ridge_market_h18_a1000_centered0.5,False,1086,4.01779675652542,5.288744637828534,0.2549319794544381,0.24986563802017814,8.027777777777779,8.388888888888891,8.527777777777779
DST,ridge_market_h18_a1000_centered1.0,True,1086,4.017295455133383,5.289463638521613,0.253841265148771,0.25213855318288325,8.027777777777779,8.546296296296298,8.700000000000001
DST,ridge_market_h54_a100_centered0.5,False,1086,4.015809165029799,5.287532902542076,0.25506395977155405,0.25105769135280354,8.11111111111111,8.527777777777779,8.644444444444446
DST,ridge_market_h54_a100_centered1.0,False,1086,4.019843045584248,5.291593080676182,0.25167884392532214,0.2530284483539626,7.722222222222222,8.462962962962962,8.48888888888889
DST,ridge_market_h54_a1000_centered0.5,False,1086,4.017069258713869,5.288044064747682,0.2552329277764597,0.25099097326317943,8.027777777777779,8.518518518518519,8.522222222222222
DST,ridge_market_h54_a1000_centered1.0,True,1086,4.015784833826782,5.288437403430234,0.254304450136098,0.25142997704203063,8.305555555555555,8.537037037037038,8.611111111111112
